,count,hate_speech,offensive_language,neither,class,tweet
309,,,,,neither,If they have some marches and what not about showing pride in their culture you guys should go out and do the same If you could try and contact people you know in different cities and see if their willing to do the same .
310,,,,,neither,"good luck NoRemorseNoRegrets , hopefully its good news about your job and lets hope you dont become another figure in a stat !"
311,,,,,neither,"I posted a thread in Stormfront Ireland the week before about english hooligans slashing an Irish mans throat , the thread dissappeared without explanation ."
312,,,,,neither,A crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi 's with common lowlife scum .
313,,,,,neither,Can a mod also change the thread title so it says the 10th ? dont want people showing up 10 days late
314,,,,,hate_speech,Watching those videos makes me feel like im going to explode with hatred for those creatures .
315,,,,,neither,A feel a mix of intense hate and depression that we have let things degenerate so far .
316,,,,,neither,From what I know they 're almost exclusively Nigerian asylum seekers .
317,,,,,neither,"They have a few of their own shops , a food shop by the bus/train station and a clothes shop where they sell FUBU and other assorted gangsta rap crap ."
318,,,,,hate_speech,This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum
319,,,,,neither,Thanks for that Limerickpit I have put that on my planner no doubt it will be a total destoration of the facts !!
320,,,,,neither,"During the early punk scene , he was always seen decked out in a Union flag blazer , then all a sudden , an instant nationality transplant ."
321,,,,,neither,well done at least someone is getting off their arse and taking action rather then sitting behind a computer being a cyber warrior.i hope others will follow suit
322,,,,,neither,So if a fellow white man rapes my daughter or kills my brother I should let it go because he is white ?
323,,,,,hate_speech,Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags
324,,,,,neither,Most of the info on this site is out of date but it has some interesting information on the groups/orgs that have come and gone over the years .
325,,,,,neither,http://www.tau.ac.il/Anti-Semitism/a...-4/ireland.htm
326,,,,,neither,the younger limerick crowd say the gangs from moyross are in regular fights with the poles they go around in tens and when they meet all hell breaks lose its very like in east germany with the poles and working class irish .
327,,,,,neither,"I was away for the weekend that is why I did get around to posting my blood group ( I do n't see why I should bother anyway ) BTW , I am in blood group `` O ''"
328,,,,,neither,The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .
329,,,,,neither,http://www.thepost.ie/post/pages/p/s...726-qqqx=1.asp
330,,,,,neither,Thanks It may not seem like much but just puting one of those leaflets up on a noticeboard gets a lot of people talking .
331,,,,,neither,"No it is not a joke , we have a very high standard education system here in Ireland .."
332,,,,,neither,It is as good as anywhere in the world ..
333,,,,,neither,"Thankfully, the C.W. Camp-Out will go ahead this year ."
334,,,,,neither,"Unfortunately , we missed out last year but this year s occasion will definitely make up for it ."
335,,,,,neither,"Beautiful scenery , music , campfire and good , true company ."
336,,,,,neither,Looking forward to it !
337,,,,,neither,"Regards , Draiodoir ."
338,,,,,neither,"I read recently in cold black and white print that there was around 10,000 nigerians in Ireland ... Now you say close to 300,000 ????!"
339,,,,,neither,Is this true ?
340,,,,,neither,These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .
341,,,,,neither,16
342,,,,,neither,"I had a few of the CDs and gave them all away , let me see if i can get you a copy !!!!"
343,,,,,neither,Don't think you supremacists would ever be able to build up the force of resistance that Irish Republicans did mate .
344,,,,,neither,Look on in jealousy !!! 2508
345,,,,,neither,"Lie, lie , lie !!!"
346,,,,,neither,Irish men are SOOOOOOO beautiful !!!!
347,,,,,neither,"I love their darker hair , their skin , their eyes !"
348,,,,,neither,They are stunning !! * KISS * 2056
349,,,,,neither,the article says they went into mainstream schooling so i think that must have played a role in it.the drugs were proscribed to them for health problems
350,,,,,neither,There is an active community here - you just need to get off the net to find it .
351,,,,,neither,Use PM to get in touch .
352,,,,,neither,How could you begin to tell people that all this multi cultural stuff is wrong without being hated on by our fellow people ?
353,,,,,neither,Yeah it was the same way when I was going to school in Calgary. the problem is they have like 8 kids where we only have about 1-2 children usually .
354,,,,,neither,Are only chapter right now is in the Fraser Valley near Vancouver but were looking to open chapters all over Canada .
355,,,,,neither,Some Natives were driving around in a truck a few years ago .
356,,,,,neither,Nothing unusual about that except it said on the back window .
357,,,,,neither,"`` Work harder white boy , my brother needs a new truck '' ."
358,,,,,neither,True story
359,,,,,hate_speech,put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore
360,,,,,neither,"There are other ' Games ' , similar to the first you described , eg : 1 ] FIFA , and 2 ] The British FA ......"
361,,,,,neither,"BTW Im led to believe that Football [ soccer ] was invented in Somalia , in about 1066 AD ."
362,,,,,neither,"Pigs bladders were not used there , and the footballs were made from Camels doings ."
363,,,,,neither,Like I said earlier the English have been subjected to a far worse campaign of indoctrination than the rest of us .
364,,,,,neither,"I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you ."
365,,,,,hate_speech,"What I do know is that I live on a small Island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we English interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me ."
366,,,,,neither,I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .
367,,,,,neither,My Mind 's Eye - Small Faces - YouTube
368,,,,,neither,I would not even use anything that man says winston churchill is the reason we are in this mess in the first place the bastard should have been shot
369,,,,,neither,I think they have .
370,,,,,neither,I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .
371,,,,,neither,What do i know ? ?!!!!! ...
372,,,,,hate_speech,Why would you want to see this pollution spread further into our gene pool ?
373,,,,,hate_speech,Thank the Gods she has chosen to go with her own kind .
374,,,,,neither,"I have just followed the link for the BDP , tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook !"
375,,,,,neither,Hacked website ?
376,,,,,neither,A happy St. David 's day to all of our Welsh compatriots !
377,,,,,neither,"From your one time enemies , and now eternal allies , the English"
378,,,,,neither,today i had an assembly on diversity and how we should embrace other cultures and learn about them .
379,,,,,neither,Not one mention about burns night our own culture .
380,,,,,neither,Re: What is happening in our schools ?
381,,,,,neither,Simple truth is that sadly they are preparing them for the only future that marxism offers -
382,,,,,neither,Don't be ridiculous !
383,,,,,neither,"So you advocate independence , just to join another sovereign Nation ( As Wales would be in this hypothetical scenario ) ?"
384,,,,,neither,Indeed.
385,,,,,neither,The OP has gone to sunnier climes for a couple of weeks so I 'll close this now and explain to him on his return ....
386,,,,,neither,Don't care much for football these days and sincerely hope that the team called England get a hiding but i will be wearing my new Serbia shirt during the tournament.COME ON SERBIA DO US PROUD !
387,,,,,neither,"is anyone else fed up with people using the so called race card against you ? if so , tell us about it"
388,,,,,neither,No I will not be buying guns and bullets .
389,,,,,neither,And it 's not my fault the BNP is run by a gangster .
390,,,,,neither,Yeah iam from Edinburgh and i when i was at secondary school my classes where full of blacks and pakis and half them could hardly speak english .
391,,,,,neither,"i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them ?"
